STATE,STATE NAME,DATE,RHAV,RHMN,RHMX,RHRR,TAVG,TMIN,TMAX,TRR,STPOP,STLA,POPPCT,POPDEN,CRD,,
AK,Alaska,2011-06,72.54,55.79,90.79,0.48,51.82,44.93,58.70,0.27,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2011-07,76.88,60.00,93.21,0.43,54.74,47.67,61.84,0.26,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2011-08,81.04,64.13,95.46,0.39,52.69,46.24,59.15,0.25,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2011-09,79.46,62.00,93.92,0.40,47.18,40.48,53.87,0.28,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2011-10,80.46,65.38,93.21,0.35,35.31,29.21,41.42,0.35,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2011-11,75.83,63.54,87.42,0.31,12.48,5.60,19.37,1.10,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2011-12,81.67,69.33,91.79,0.28,17.34,10.87,23.82,0.75,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2012-01,75.00,65.33,81.17,0.21,-1.82,-9.70,6.07,-8.66,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2012-02,78.54,65.63,90.04,0.31,19.80,12.73,26.88,0.71,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2012-03,73.17,58.25,86.83,0.39,13.08,3.70,22.42,1.43,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2012-04,71.46,53.42,89.92,0.51,33.25,24.48,42.02,0.53,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2012-05,69.67,52.83,88.83,0.52,41.56,34.18,48.92,0.35,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2012-06,74.17,56.50,92.58,0.49,51.80,44.07,59.53,0.30,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2012-07,77.33,61.00,93.83,0.42,54.03,47.35,60.70,0.25,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2012-08,79.54,62.50,95.29,0.41,53.42,46.12,60.71,0.27,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2012-09,78.63,62.38,93.04,0.39,46.01,39.99,52.03,0.26,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2012-10,76.04,60.58,90.13,0.39,31.86,25.23,38.49,0.42,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2012-11,74.00,62.04,85.33,0.31,14.84,8.38,21.29,0.87,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2012-12,73.17,62.75,82.96,0.28,9.07,2.09,16.03,1.54,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2013-01,79.48,67.96,89.52,0.27,17.81,11.93,23.68,0.66,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2013-02,80.18,68.26,90.13,0.27,17.21,10.83,23.55,0.74,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2013-03,71.00,55.43,86.87,0.44,18.93,10.49,27.39,0.89,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2013-04,63.83,47.39,83.96,0.57,24.62,15.81,33.42,0.72,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2013-05,67.78,50.96,88.22,0.55,41.15,32.57,49.73,0.42,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2013-06,68.43,50.39,89.61,0.57,55.90,46.42,65.38,0.34,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2013-07,76.22,60.30,92.83,0.43,57.72,49.98,65.46,0.27,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2013-08,80.74,64.48,94.65,0.37,55.18,48.62,61.74,0.24,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2013-09,78.83,62.52,93.04,0.39,46.37,40.28,52.47,0.26,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2013-10,,,,,40.19,34.67,45.73,0.28,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2013-11,77.91,64.96,89.65,0.32,20.78,14.16,27.40,0.64,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2013-12,81.17,70.17,90.17,0.25,14.00,7.80,20.21,0.89,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2014-01,82.79,71.71,91.63,0.24,25.32,19.78,30.86,0.44,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2014-02,70.58,55.83,84.67,0.41,13.90,5.98,21.83,1.14,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2014-03,66.46,49.13,84.00,0.52,21.20,11.36,31.03,0.93,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2014-04,67.08,48.71,87.29,0.58,33.62,24.50,42.75,0.54,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2014-05,64.00,45.42,86.17,0.64,47.12,37.73,56.48,0.40,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2014-06,72.58,54.38,91.33,0.51,51.13,43.63,58.63,0.29,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2014-07,75.46,57.83,92.88,0.46,56.07,48.51,63.63,0.27,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2014-08,79.36,62.14,94.27,0.40,55.37,48.23,62.52,0.26,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2014-09,77.50,59.08,93.29,0.44,48.03,40.66,55.38,0.31,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2014-10,77.88,62.67,90.54,0.36,32.92,26.46,39.36,0.39,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2014-11,78.96,66.91,88.96,0.28,27.06,21.23,32.88,0.43,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2014-12,80.83,70.35,90.09,0.24,22.95,17.48,28.40,0.48,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2015-01,78.04,68.04,87.33,0.25,15.90,9.77,22.03,0.77,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2015-02,,,,,20.09,12.88,27.29,0.72,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2015-03,71.25,54.54,87.29,0.46,24.36,15.87,32.86,0.70,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2015-04,69.58,51.83,88.13,0.52,34.72,27.10,42.35,0.44,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2015-05,67.96,50.17,88.67,0.57,48.26,39.35,57.16,0.37,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2015-06,68.33,49.96,88.79,0.57,55.42,46.88,63.95,0.31,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2015-07,75.96,58.42,93.04,0.46,56.90,49.63,64.16,0.26,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2015-08,76.29,58.38,93.08,0.45,53.84,46.26,61.42,0.28,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2015-09,79.92,63.33,93.92,0.38,44.53,38.02,51.02,0.29,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2015-10,82.35,67.70,94.04,0.32,38.30,32.59,43.99,0.30,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2015-11,81.52,69.78,91.70,0.27,23.59,17.56,29.62,0.51,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2015-12,80.70,70.00,90.22,0.25,16.63,10.64,22.65,0.72,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2016-01,80.26,68.87,89.65,0.26,23.45,17.69,29.25,0.49,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2016-02,77.38,64.04,89.58,0.33,24.83,18.24,31.40,0.53,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2016-03,73.83,57.88,89.04,0.42,27.49,19.65,35.34,0.57,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2016-04,69.96,52.08,88.79,0.52,39.27,31.10,47.41,0.42,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2016-05,69.38,51.54,89.75,0.55,48.35,39.95,56.77,0.35,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2016-06,70.46,52.38,90.29,0.54,54.83,46.43,63.13,0.30,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2016-07,77.42,60.79,93.71,0.43,58.62,51.42,65.82,0.25,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2016-08,79.33,62.50,94.13,0.40,57.21,50.25,64.18,0.24,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2016-09,79.25,61.21,94.38,0.42,48.12,40.70,55.52,0.31,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2016-10,72.67,54.17,88.88,0.48,36.05,28.11,44.01,0.44,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2016-11,80.39,68.35,90.00,0.27,22.70,16.44,28.97,0.55,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2016-12,78.67,67.42,89.25,0.28,14.91,8.48,21.33,0.86,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2017-01,77.83,67.08,87.00,0.26,12.40,5.04,19.77,1.19,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2017-02,78.48,65.00,89.65,0.31,15.52,7.96,23.09,0.98,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2017-03,63.63,47.71,81.13,0.53,13.29,3.38,23.20,1.49,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2017-04,66.63,48.00,86.88,0.58,36.17,27.33,45.00,0.49,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2017-05,68.83,49.79,90.50,0.59,45.04,36.60,53.49,0.37,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2017-06,71.29,54.08,90.25,0.51,53.53,45.76,61.30,0.29,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2017-07,79.17,62.38,95.21,0.41,57.79,50.49,65.07,0.25,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2017-08,81.46,64.58,95.75,0.38,54.17,47.60,60.74,0.24,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2017-09,82.78,65.70,96.30,0.37,47.87,41.50,54.23,0.27,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2017-10,83.09,67.91,95.32,0.33,35.80,29.77,42.04,0.34,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2017-11,78.52,65.17,90.91,0.33,21.23,14.59,27.87,0.63,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2017-12,83.73,72.27,93.14,0.25,23.05,17.15,28.93,0.51,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2018-01,78.48,67.23,87.55,0.26,12.41,5.93,18.90,1.04,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2018-02,78.74,64.70,90.70,0.33,17.84,10.08,25.62,0.87,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2018-03,74.48,58.48,89.78,0.42,23.81,15.73,31.90,0.68,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2018-04,68.04,51.17,86.87,0.52,33.80,25.91,41.68,0.47,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2018-05,71.70,53.91,91.22,0.52,43.94,36.73,51.13,0.33,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2018-06,72.57,54.52,92.57,0.52,52.41,44.72,60.12,0.29,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2018-07,75.61,58.35,93.87,0.47,58.02,50.05,65.99,0.27,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2018-08,82.23,66.14,95.77,0.36,54.02,48.08,59.95,0.22,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2018-09,79.52,59.81,95.71,0.45,49.51,40.68,58.18,0.35,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2018-10,79.86,62.59,93.77,0.39,39.97,33.67,46.30,0.32,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2018-11,84.17,72.57,93.74,0.25,26.19,20.44,31.92,0.44,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2018-12,82.43,72.13,91.57,0.24,17.11,11.11,23.15,0.70,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2019-01,79.87,69.70,88.78,0.24,14.80,8.15,21.45,0.90,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2019-02,77.65,62.96,90.13,0.35,20.23,12.08,28.38,0.81,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2019-03,75.52,59.87,90.09,0.40,31.17,23.67,38.65,0.48,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2019-04,67.78,49.09,88.09,0.58,34.85,26.33,43.38,0.49,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2019-05,69.35,51.52,89.57,0.55,46.82,38.97,54.70,0.34,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2019-06,70.26,52.17,90.70,0.55,56.06,47.32,64.80,0.31,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2019-07,74.39,55.87,92.74,0.50,60.64,52.45,68.84,0.27,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2019-08,73.91,55.00,92.35,0.51,56.42,47.78,65.05,0.31,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2019-09,80.17,61.57,94.61,0.41,49.48,42.38,56.59,0.29,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2019-10,78.55,62.00,92.15,0.38,37.06,30.68,43.43,0.34,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2019-11,79.72,67.56,90.61,0.29,28.10,22.97,33.25,0.37,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2019-12,79.00,67.39,89.09,0.27,16.82,10.79,22.82,0.72,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2020-01,73.00,63.74,80.91,0.24,0.24,-7.03,7.53,60.87,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2020-02,77.17,63.35,89.70,0.34,11.40,3.20,19.60,1.44,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2020-03,70.57,54.30,87.48,0.47,17.87,8.85,26.88,1.01,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2020-04,72.26,55.52,89.30,0.47,32.91,24.94,40.88,0.48,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2020-05,64.30,46.17,86.70,0.63,47.10,37.64,56.56,0.40,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2020-06,71.57,53.35,91.04,0.53,52.73,44.87,60.57,0.30,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2020-07,75.30,58.13,92.65,0.46,56.86,49.19,64.50,0.27,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2020-08,77.91,59.52,94.04,0.44,55.34,47.55,63.13,0.28,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2020-09,78.09,60.52,92.87,0.41,47.22,40.16,54.27,0.30,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2020-10,77.13,61.65,90.65,0.38,34.84,28.40,41.27,0.37,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2020-11,78.39,66.04,89.26,0.30,20.28,13.55,27.02,0.66,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2020-12,79.87,69.30,89.13,0.25,18.03,11.73,24.33,0.70,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2021-01,79.04,69.13,87.87,0.24,17.16,11.12,23.19,0.70,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2021-02,74.83,61.39,87.48,0.35,9.59,1.82,17.36,1.62,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2021-03,71.96,55.17,88.30,0.46,15.56,6.16,24.98,1.21,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2021-04,65.61,48.04,85.65,0.57,30.06,20.56,39.55,0.63,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2021-05,67.17,49.61,87.65,0.57,44.40,36.25,52.56,0.37,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2021-06,72.50,55.64,90.77,0.48,53.12,45.30,60.93,0.29,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2021-07,75.36,59.23,91.86,0.43,56.33,49.31,63.34,0.25,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2021-08,79.23,61.86,93.91,0.40,53.19,46.32,60.06,0.26,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2021-09,76.90,58.65,92.40,0.44,44.77,37.81,51.71,0.31,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2021-10,79.77,65.50,91.45,0.33,34.37,28.78,39.96,0.33,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2021-11,77.32,65.95,87.23,0.28,12.00,5.56,18.45,1.07,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2021-12,79.18,67.36,89.00,0.27,12.65,5.29,20.04,1.17,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2022-01,75.05,65.48,83.83,0.24,11.91,5.23,18.59,1.12,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2022-02,79.64,67.18,90.64,0.29,18.47,12.23,24.73,0.68,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2022-03,72.91,57.96,87.78,0.41,24.13,16.70,31.59,0.62,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2022-04,65.43,48.17,84.70,0.56,31.47,22.56,40.38,0.57,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2022-05,63.00,44.48,85.57,0.65,44.67,35.39,53.93,0.42,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2022-06,66.83,48.04,88.17,0.60,55.63,45.90,65.38,0.35,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2022-07,76.82,60.23,92.95,0.43,56.04,49.03,63.05,0.25,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2022-08,82.65,66.43,95.52,0.35,53.95,47.94,59.95,0.22,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2022-09,83.22,67.04,95.52,0.34,47.61,41.72,53.50,0.25,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2022-10,80.45,64.68,93.59,0.36,35.55,29.78,41.30,0.32,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2022-11,80.09,68.00,91.05,0.29,22.31,15.98,28.65,0.57,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2022-12,79.30,68.26,89.39,0.27,13.42,6.58,20.26,1.02,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2023-01,81.55,72.61,89.74,0.21,18.20,12.28,24.14,0.65,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2023-02,79.68,68.05,90.73,0.28,13.97,6.48,21.46,1.07,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2023-03,69.87,53.52,86.96,0.48,19.72,10.86,28.60,0.90,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2023-04,69.09,52.48,86.87,0.50,26.03,17.76,34.29,0.64,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2023-05,69.65,53.35,88.43,0.50,43.69,36.47,50.92,0.33,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2023-06,72.74,55.74,90.61,0.48,52.29,45.29,59.29,0.27,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2023-07,78.27,62.00,93.91,0.41,57.70,50.56,64.84,0.25,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2023-08,81.70,65.87,95.35,0.36,56.26,49.70,62.83,0.23,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2023-09,81.87,64.70,94.87,0.37,45.68,39.26,52.08,0.28,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2023-10,79.13,63.83,92.13,0.36,34.30,27.95,40.64,0.37,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2023-11,81.75,69.63,92.13,0.28,25.78,19.35,32.22,0.50,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2023-12,80.78,69.52,90.13,0.26,13.63,6.67,20.62,1.02,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2024-01,75.27,64.70,84.35,0.26,10.10,3.20,16.99,1.36,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2024-02,75.32,61.77,87.77,0.35,17.70,10.64,24.78,0.80,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2024-03,73.26,58.22,87.30,0.40,20.97,13.44,28.49,0.72,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2024-04,69.43,52.48,87.57,0.51,32.87,24.63,41.09,0.50,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2024-05,69.87,53.09,88.65,0.51,42.66,35.21,50.10,0.35,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2024-06,66.82,49.05,87.23,0.57,54.42,45.73,63.08,0.32,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2024-07,77.50,60.95,92.59,0.41,55.30,48.73,61.86,0.24,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2024-08,79.23,61.86,94.27,0.41,53.73,46.85,60.61,0.26,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2024-09,82.00,65.45,95.05,0.36,47.08,40.87,53.29,0.26,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2024-10,76.96,60.52,90.91,0.39,34.21,27.83,40.60,0.37,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2024-11,78.38,66.90,89.19,0.28,19.50,13.33,25.65,0.63,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2024-12,79.00,68.22,88.39,0.26,20.14,14.56,25.73,0.55,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2025-01,,,,,20.46,14.28,26.65,0.60,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2025-02,,,,,18.82,11.73,25.92,0.75,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2025-03,,,,,24.94,16.86,33.05,0.65,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2025-04,,,,,33.76,27.06,40.48,0.40,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2025-05,,,,,43.43,36.07,50.80,0.34,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2025-06,,,,,52.43,44.66,60.19,0.30,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2025-07,,,,,57.25,49.83,64.65,0.26,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2025-08,,,,,54.88,47.65,62.12,0.26,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2025-09,,,,,47.20,41.05,53.35,0.26,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2025-10,,,,,37.45,31.72,43.22,0.31,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2025-11,,,,,23.53,18.06,28.98,0.46,710231,570641,66.02,1802.60,11.69,,
AK,Alaska,2025-12,,,,,6.62,-0.11,13.35,2.03,710231,570641,66.02,1802.60,11.69,,
AZ,Arizona,2010-01,56.17,34.17,76.33,0.75,43.68,31.32,56.02,0.57,6392017,113594,89.81,2625.40,12.37,,
AZ,Arizona,2010-02,59.83,35.00,83.67,0.81,45.98,34.52,57.47,0.50,6392017,113594,89.81,2625.40,12.37,,
AZ,Arizona,2010-03,44.17,23.00,69.67,1.06,50.58,36.23,64.95,0.57,6392017,113594,89.81,2625.40,12.37,,
AZ,Arizona,2010-04,32.67,15.50,57.67,1.29,57.57,42.42,72.73,0.53,6392017,113594,89.81,2625.40,12.37,,
AZ,Arizona,2010-05,21.33,10.17,39.67,1.38,65.18,48.45,81.97,0.51,6392017,113594,89.81,2625.40,12.37,,
AZ,Arizona,2010-06,19.83,9.67,35.67,1.31,78.07,61.25,94.90,0.43,6392017,113594,89.81,2625.40,12.37,,
AZ,Arizona,2010-07,41.00,23.17,59.83,0.89,83.55,70.98,96.13,0.30,6392017,113594,89.81,2625.40,12.37,,
AZ,Arizona,2010-08,46.17,25.33,70.50,0.98,80.80,68.07,93.53,0.32,6392017,113594,89.81,2625.40,12.37,,
AZ,Arizona,2010-09,33.67,16.33,56.33,1.19,76.92,61.17,92.67,0.41,6392017,113594,89.81,2625.40,12.37,,
AZ,Arizona,2010-10,46.67,25.00,71.00,0.99,64.25,50.15,78.37,0.44,6392017,113594,89.81,2625.40,12.37,,
AZ,Arizona,2010-11,37.50,20.00,59.17,1.04,49.35,34.38,64.32,0.61,6392017,113594,89.81,2625.40,12.37,,
AZ,Arizona,2010-12,51.50,31.33,70.67,0.76,47.97,34.65,61.32,0.56,6392017,113594,89.81,2625.40,12.37,,
AZ,Arizona,2011-01,45.83,24.50,67.83,0.95,45.14,29.90,60.34,0.67,6392017,113594,89.81,2625.40,12.37,,
AZ,Arizona,2011-02,39.67,21.00,62.50,1.05,43.00,28.13,57.88,0.69,6392017,113594,89.81,2625.40,12.37,,
AZ,Arizona,2011-03,32.67,14.67,56.67,1.29,55.32,39.38,71.22,0.58,6392017,113594,89.81,2625.40,12.37,,
AZ,Arizona,2011-04,27.83,13.17,49.50,1.31,60.77,45.25,76.27,0.51,6392017,113594,89.81,2625.40,12.37,,
AZ,Arizona,2011-05,22.00,10.83,39.00,1.28,65.28,49.30,81.23,0.49,6392017,113594,89.81,2625.40,12.37,,
AZ,Arizona,2011-06,14.50,6.50,28.50,1.52,77.72,59.97,95.47,0.46,6392017,113594,89.81,2625.40,12.37,,
AZ,Arizona,2011-07,40.00,19.50,63.83,1.11,82.10,68.32,95.87,0.34,6392017,113594,89.81,2625.40,12.37,,
AZ,Arizona,2011-08,39.33,20.50,63.17,1.08,83.83,70.22,97.40,0.32,6392017,113594,89.81,2625.40,12.37,,
AZ,Arizona,2011-09,40.50,20.00,65.33,1.12,76.27,61.88,90.63,0.38,6392017,113594,89.81,2625.40,12.37,,
AZ,Arizona,2011-10,37.00,17.33,60.50,1.17,64.67,48.73,80.60,0.49,6392017,113594,89.81,2625.40,12.37,,
AZ,Arizona,2011-11,50.50,28.33,74.00,0.90,51.17,37.92,64.40,0.52,6392017,113594,89.81,2625.40,12.37,,
AZ,Arizona,2011-12,60.83,36.83,82.17,0.75,41.35,29.47,53.25,0.58,6392017,113594,89.81,2625.40,12.37,,
AZ,Arizona,2012-01,41.50,20.17,65.67,1.10,47.00,31.82,62.18,0.65,6392017,113594,89.81,2625.40,12.37,,
AZ,Arizona,2012-02,43.17,22.33,66.67,1.03,47.45,32.83,62.07,0.62,6392017,113594,89.81,2625.40,12.37,,
AZ,Arizona,2012-03,32.00,15.00,54.33,1.23,52.95,36.50,69.42,0.62,6392017,113594,89.81,2625.40,12.37,,
AZ,Arizona,2012-04,26.17,11.67,47.33,1.36,62.15,45.78,78.52,0.53,6392017,113594,89.81,2625.40,12.37,,
AZ,Arizona,2012-05,17.50,8.00,34.33,1.50,70.83,53.62,88.07,0.49,6392017,113594,89.81,2625.40,12.37,,
AZ,Arizona,2012-06,16.83,8.00,31.17,1.38,80.38,63.30,97.45,0.42,6392017,113594,89.81,2625.40,12.37,,
AZ,Arizona,2012-07,44.67,24.17,68.17,0.99,81.12,68.67,93.58,0.31,6392017,113594,89.81,2625.40,12.37,,
AZ,Arizona,2012-08,46.00,24.67,71.50,1.02,81.88,68.77,94.97,0.32,6392017,113594,89.81,2625.40,12.37,,
AZ,Arizona,2012-09,41.67,22.50,64.50,1.01,74.90,60.88,88.92,0.37,6392017,113594,89.81,2625.40,12.37,,
AZ,Arizona,2012-10,31.17,15.00,51.50,1.17,65.02,48.47,81.57,0.51,6392017,113594,89.81,2625.40,12.37,,
AZ,Arizona,2012-11,37.33,18.33,58.33,1.07,55.02,38.85,71.18,0.59,6392017,113594,89.81,2625.40,12.37,,
AZ,Arizona,2012-12,52.67,30.50,75.50,0.85,43.92,30.83,57.03,0.60,6392017,113594,89.81,2625.40,12.37,,
AZ,Arizona,2013-01,48.83,27.67,71.83,0.90,39.55,25.63,53.47,0.70,6392017,113594,89.81,2625.40,12.37,,
